citing_work_id,cited_work_id,citation_function,rationale,citer_title,citer_year,citer_field,citer_subfield,citer_type,citer_cited_by_count
W2494600480,W2139502098,,,Harmonic morphisms between semi-Riemannian manifolds,2003,Mathematics,Applied Mathematics,book-chapter,7
W2527123810,W2139502098,,,Unicity results for Gauss maps of minimal surfaces immersed in $${\mathbb{R}^{m}}$$ R m,2016,Mathematics,Applied Mathematics,article,7
W2897444954,W2139502098,,,Stable maximal hypersurfaces in Lorentzian spacetimes,2018,Mathematics,Applied Mathematics,article,7
W29237569,W2139502098,,,A characterization of the periodic Callahan-Hoffman-Meeks surfaces in terms of their symmetries,1997,Mathematics,Geometry and Topology,article,7
W2963512605,W2139502098,,,"Conformal immersions of prescribed mean curvature in <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si",2014,Mathematics,Applied Mathematics,article,7
W4245965782,W2139502098,,,The Computer-Aided Discovery of New Embedded Minimal Surfaces,2001,Engineering,Computational Mechanics,book-chapter,7
W113260775,W2139502098,,,A New Program of Investigations in Analysis: Gamma-Lines Approaches,2006,Mathematics,Applied Mathematics,book-chapter,6
W146159325,W2139502098,,,The Construction of Families of Embedded Minimal Surfaces,1987,Computer Science,Computational Theory and Mathematics,book-chapter,6
W1517134851,W2139502098,,,Nonexistence and instability in the exterior Dirichlet problem for the minimal surface equation in the plane,1995,Mathematics,Numerical Analysis,article,6
W1540140353,W2139502098,,,Finite topology self-translating surfaces for the mean curvature flow in $\mathbb R^3$,2015,Mathematics,Applied Mathematics,preprint,6
W1612200372,W2139502098,,,Brownian motion and the parabolicity of minimal graphs,2008,"Economics, Econometrics and Finance",Finance,preprint,6
W1616800361,W2139502098,,,Period problems for mean curvature one surfaces in $H^3$ (with application to surfaces of low total curvature),2008,Mathematics,Applied Mathematics,preprint,6
W1812592926,W2139502098,,,Values of Gauss maps of complete minimal surfaces in ℝ^{𝕞} on annular ends,2006,Mathematics,Applied Mathematics,article,6
W1858535447,W2139502098,,,On doubly periodic minimal surfaces in $${\mathbb {H}}^2 \times {\mathbb {R}}$$ H 2 × R with finite total curvature in t,2015,Mathematics,Applied Mathematics,article,6
W1964470488,W2139502098,,,A rigidity theorem for Riemann's minimal surfaces,1993,Mathematics,Applied Mathematics,article,6
W1972738530,W2139502098,,,Value distribution of the Gauss map and the total curvature of complete minimal surface in<i>R</i><sup><i>m</i></sup>,1994,Mathematics,Applied Mathematics,article,6
W1982803036,W2139502098,,,Scherk saddle towers of genus two in $${\mathbb R^3}$$,2010,Mathematics,Applied Mathematics,article,6
W1982971132,W2139502098,,,Minimal harmonic graphs and their Lorentzian cousins,2008,Engineering,Computational Mechanics,article,6
W1983600544,W2139502098,,,On the Gauss map of minimal surfaces with finite total curvature,1991,Mathematics,Applied Mathematics,article,6
W1987314264,W2139502098,,,On certain geometric aspects of CPN harmonic maps,2002,Physics and Astronomy,Statistical and Nonlinear Physics,article,6
W1992785155,W2139502098,,,As Flat As Possible,2007,Mathematics,Geometry and Topology,article,6
W2004303537,W2139502098,,,Hartman–Wintner’s theorem and its applications,2011,Computer Science,Computational Theory and Mathematics,article,6
W2007451240,W2139502098,,,On minimal lightlike surfaces in Minkowski space–time,2008,Mathematics,Applied Mathematics,article,6
W2009746579,W2139502098,,,Mean curvature {$1$} surfaces of Costa type in hyperbolic three-space,2001,Mathematics,Applied Mathematics,article,6
W2017079677,W2139502098,,,The Plateau problem at infinity for horizontal ends and genus 1,2006,Mathematics,Applied Mathematics,article,6
W2054350387,W2139502098,,,The fibre bundle of degenerate tangent planes of a Lorentzian manifold and the smoothness of the null sectional curvatur,2007,Mathematics,Applied Mathematics,article,6
W2058770249,W2139502098,,,Complete nonorientable minimal surfaces with the highest symmetry group,1997,Mathematics,Applied Mathematics,article,6
W2130612086,W2139502098,,,Uniform Approximation by Complete Minimal Surfaces of Finite Total Curvature in $\mathbb{R}^3$,2009,Mathematics,Applied Mathematics,preprint,6
W2177547304,W2139502098,,,New Families of Embedded Triply Periodic Minimal Surfaces of Genus Three in Euclidean Space,2010,Mathematics,Applied Mathematics,dissertation,6
W2256304608,W2139502098,,,Minimizing curvature variation for aesthetic surface design,2008,Engineering,Computational Mechanics,article,6
W2319278757,W2139502098,,,Elementary Characterization of Classical Minima,1981,Physics and Astronomy,Statistical and Nonlinear Physics,article,6
W2420219913,W2139502098,,,Uniform Approximation by Algebraic Minimal Surfaces in R 3,2010,Mathematics,Applied Mathematics,preprint,6
W2476202865,W2139502098,,,Outline of the Generalized Theory of Capillarity,2010,Engineering,Mechanical Engineering,book-chapter,6
W2767004624,W2139502098,,,Translation Surfaces and Isotropic Transport Nets on Rational Minimal Surfaces,2017,Engineering,Computational Mechanics,conference-paper,6
W2795015079,W2139502098,,,Quasi-Harmonic Constraints for Toric Bézier Surfaces,2018,Engineering,Computational Mechanics,preprint,6
W2800315281,W2139502098,,,Wire cut of double-sided minimal surfaces,2018,Engineering,Computational Mechanics,article,6
W2908275743,W2139502098,,,Univalent Harmonic Mappings in the Plane,2005,Mathematics,Geometry and Topology,book-chapter,6
W2949755661,W2139502098,,,The space of complete embedded maximal surfaces with isolated singularities in the 3-dimensional Lorentz-Minkowski space,2003,Mathematics,Applied Mathematics,preprint,6
W2950477005,W2139502098,,,Minimal surfaces in $R^3$ with dihedral symmetry,2008,Mathematics,Applied Mathematics,preprint,6
W2964203151,W2139502098,,,NEW EXAMPLES OF MAXIMAL SURFACES IN LORENTZ-MINKOWSKI SPACE,2017,Mathematics,Applied Mathematics,article,6
W3101628551,W2139502098,,,Kaluza-Klein Vortices,2000,Physics and Astronomy,Nuclear and High Energy Physics,other,6
W4387889326,W2139502098,,,Entire solutions to 4 dimensional Ginzburg–Landau equations and codimension 2 minimal submanifolds,2023,Mathematics,Applied Mathematics,article,6
W145975793,W2139502098,,,The set of curves of uniqueness for Plateau's problem has a dense interior,1977,Mathematics,Applied Mathematics,book-chapter,5
W1489936928,W2139502098,,,The inverse surface and the Osserman inequality,1998,Mathematics,Applied Mathematics,article,5
W1502104595,W2139502098,,,Complete Embedded Harmonic Surfaces in R<sup>3</sup>,2015,Mathematics,Applied Mathematics,article,5
W1569701549,W2139502098,,,Normalized potentials of minimal surfaces in spheres,1999,Mathematics,Geometry and Topology,article,5
W1577729003,W2139502098,,,A connection between flat fronts in hyperbolic space and minimal surfaces in Euclidean space,2015,Mathematics,Geometry and Topology,article,5
W1582199946,W2139502098,,,On a classification of minimal cubic cones in R n,2010,Mathematics,Applied Mathematics,preprint,5
W1694433505,W2139502098,,,On the growth of solutions to the minimal surface equation over domains containing a halfplane,2015,Computer Science,Computational Theory and Mathematics,article,5
W1983823743,W2139502098,,,Non-proper helicoid-like limits of closed minimal surfaces in 3-manifolds,2008,Mathematics,Applied Mathematics,article,5
W1984034169,W2139502098,,,Harmonically Immersed Surfaces of R n,1988,Mathematics,Applied Mathematics,article,5
W1998134906,W2139502098,,,Higher-dimensional Scherk's hypersurfaces,2002,Mathematics,Applied Mathematics,article,5
W1999837449,W2139502098,,,Linear structures on the collections of minimal surfaces inℝ 3 andℝ 4,1994,Mathematics,Geometry and Topology,article,5
W2010955635,W2139502098,,,Soap films spanning rectangular prisms,2006,Mathematics,Applied Mathematics,article,5
W2028295640,W2139502098,,,ON ALGEBRAIC MINIMAL SURFACES IN ℝ<sup>3</sup> DERIVING FROM CHARGE 2 MONOPOLE SPECTRAL CURVES,2005,Mathematics,Geometry and Topology,article,5
W2046496404,W2139502098,,,Rigid string instantons are pseudo-holomorphic curves,1997,Mathematics,Geometry and Topology,article,5
W2058011772,W2139502098,,,MORSE-TYPE INDICES OF TWO-DIMENSIONAL MINIMAL SURFACES IN<b>R</b><sup>3</sup>AND<b>H</b><sup>3</sup>,1992,Mathematics,Applied Mathematics,article,5
W2068552512,W2139502098,,,Structure theorems for embedded disks with mean curvature bounded in $L^p$,2008,Mathematics,Applied Mathematics,article,5
W2083332924,W2139502098,,,Marginally trapped surfaces in L4 and an extended Weierstrass-Bryant representation,2005,Mathematics,Applied Mathematics,preprint,5
W2083946748,W2139502098,,,Stationary surfaces in Minkowski spaces. I. A representation formula,1993,Physics and Astronomy,Astronomy and Astrophysics,article,5
W2094960462,W2139502098,,,"Complete minimal surfaces of arbitrary genus in a slab of <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml",1996,Mathematics,Applied Mathematics,article,5
W2099918539,W2139502098,,,A uniqueness theorem for the minimal surface equation on an unbounded domain in ℝ<sup>2</sup>,1997,Mathematics,Geometry and Topology,article,5
W2107148258,W2139502098,,,A note on the Gauss map of complete nonorientable minimal surfaces,2000,Mathematics,Applied Mathematics,article,5
W2155011543,W2139502098,,,A Weierstrass representation for linear Weingarten spacelike surfaces of maximal type in the Lorentz–Minkowski space,2003,Mathematics,Applied Mathematics,article,5
W2168840843,W2139502098,,,MCMC curve sampling and geometric conditional simulation,2008,Computer Science,Computer Vision and Pattern Recognition,conference-paper,5
W2202057159,W2139502098,,,Form-finding software and minimal surface equation: A comparative approach,2015,Engineering,Civil and Structural Engineering,article,5
W2550909317,W2139502098,,,Multiphase and Multicomponent Flows,2016,Engineering,Computational Mechanics,book-chapter,5
W2560749275,W2139502098,,,Concentration of total curvature of minimal surfaces in $$\mathbb {H}^2\times \mathbb R$$ H 2 × R,2016,Mathematics,Applied Mathematics,article,5
W2900692359,W2139502098,,,The Geometry of Maximum Principles and a Bernstein Theorem in Codimension 2,2019,Mathematics,Applied Mathematics,preprint,5
W2920814130,W2139502098,,,Spacelike surfaces of constant mean curvature $\pm1$ in de Sitter $3$-space ${\mathbb S}^3_1(1)$,2005,Mathematics,Applied Mathematics,article,5
W2963278585,W2139502098,,,Modeling of Minimal Surface Based on an Isotropic Bezier Curve of Fifth Order,2019,Engineering,Computational Mechanics,article,5
W2973692409,W2139502098,,,Nguyen’s tridents and the classification of semigraphical translators for mean curvature flow,2022,Mathematics,Applied Mathematics,article,5
W31848279,W2139502098,,,Partielle Differentialgleichungen und Variationsrechnung,1990,Engineering,Computational Mechanics,book-chapter,5
W3189346814,W2139502098,,,Enneper immersions,1998,Mathematics,Applied Mathematics,article,5
W4225098393,W2139502098,,,A Bernstein type result of translating solitons,2022,Mathematics,Applied Mathematics,article,5
W4232468654,W2139502098,,,Growth Property for the Minimal Surface Equation in Unbounded Domains,1994,Computer Science,Computational Theory and Mathematics,article,5
W4253615219,W2139502098,,,A Note on Discrete Solutions of the Plateau Problem,1990,Mathematics,Applied Mathematics,article,5
W4403856137,W2139502098,,,Bending-neutral deformations of minimal surfaces,2024,Engineering,Mechanical Engineering,article,5
W1574103776,W2139502098,,,Minimal surfaces in $\mathbb{R}^3$ properly projecting into $\mathbb{R}^2$,2012,Mathematics,Applied Mathematics,article,4
W1584013604,W2139502098,,,A Lipschitz decomposition of minimal surfaces,1992,Computer Science,Computer Graphics and Computer-Aided Design,article,4
W1585977968,W2139502098,,,Entire solutions of the allen-cahn equation and complete embedded minimal surfaces,2009,Mathematics,Applied Mathematics,article,4
W1970289386,W2139502098,,,"SPIN MODEL EQUATIONS, CONNECTIONS WITH INTEGRABLE SYSTEMS AND APPLICATIONS TO MAGNETIC VORTICES",2003,Physics and Astronomy,Statistical and Nonlinear Physics,article,4
W1971167880,W2139502098,,,A complete conformal metric of preassigned negative Gaussian curvature for a punctured hyperbolic Riemann surface,2004,Mathematics,Applied Mathematics,article,4
W1974492399,W2139502098,,,Linearization and explicit solutions of the minimal surface equation,1992,Mathematics,Applied Mathematics,article,4
W1987920292,W2139502098,,,On helicoidal ends of minimal surfaces,1994,Mathematics,Applied Mathematics,article,4
W1994735595,W2139502098,,,CMC capillary surfaces at reentrant corners,2008,Mathematics,Applied Mathematics,article,4
W2005500925,W2139502098,,,One-parameter family of solitons from minimal surfaces,2013,Physics and Astronomy,Statistical and Nonlinear Physics,article,4
W2007169396,W2139502098,,,"Multi-instantons in Bbb R<sup>4</sup> and Minimal Surfaces in Bbb R<sup>2,1</sup>",2000,Physics and Astronomy,Nuclear and High Energy Physics,article,4
W2010441926,W2139502098,,,A uniqueness theorem for properly embedded minimal surfaces bounded by straight lines,2000,Mathematics,Applied Mathematics,article,4
W2020738330,W2139502098,,,"Generation of ribbons, helicoids, and complex Scherk surfaces in laser-matter interactions",2010,Engineering,Mechanical Engineering,article,4
W2023453274,W2139502098,,,On the convex-exponent product of logharmonic mappings,2014,Mathematics,Geometry and Topology,article,4
W2024744658,W2139502098,,,On CP 1 and CP 2 Maps and Weierstrass Representations for Surfaces Immersed into Multi-Dimensional Euclidean Spaces,2003,Physics and Astronomy,Statistical and Nonlinear Physics,article,4
W2032676329,W2139502098,,,Hedgehogs and area of order 2,1996,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,article,4
W2035253256,W2139502098,,,The plateau problem for symmetric surfaces,1976,Mathematics,Applied Mathematics,article,4
W2073967035,W2139502098,,,An excursion into geometric analysis,2004,Mathematics,Applied Mathematics,article,4
W2076669972,W2139502098,,,Existence and regularity of weak solutions to the prescribed meancurvature equation for a nonparametric surface,1999,Mathematics,Applied Mathematics,article,4
W2079429176,W2139502098,,,The Logarithmic Derivative for Minimal Surfaces in ℝ3,2004,Mathematics,Applied Mathematics,article,4
W2101734756,W2139502098,,,New complete genus zero minimal surfaces with embedded parallel ends,1991,Mathematics,Applied Mathematics,article,4
W2103991549,W2139502098,,,Riemannian Submanifolds: A Survey,2013,Mathematics,Applied Mathematics,preprint,4
W2159454284,W2139502098,,,Shape factor analysis of progressive rat hepatoma images,2008,Computer Science,Computer Vision and Pattern Recognition,article,4
W2184282862,W2139502098,,,Surfaces of Revolution with Constant Mean Curvature in Hyperbolic 3-Space,2014,Mathematics,Applied Mathematics,article,4
W2185546510,W2139502098,,,Diploma Thesis in Mathematics,2003,Mathematics,Theoretical Computer Science,article,4
W2199708101,W2139502098,,,Ramification of the Gauss map and the total curvature of a complete minimal surface,2015,Mathematics,Applied Mathematics,article,4
W2212593082,W2139502098,,,The Plateau Problem,2014,Mathematics,Geometry and Topology,book-chapter,4
W2328942619,W2139502098,,,Maximum principles for minimal surfaces in ℝ3 having noncompact boundary and a uniqueness theorem for the helicoidhaving,1995,Mathematics,Applied Mathematics,article,4
W24030938,W2139502098,,,A Note on Shiffman's Theorems,2000,Mathematics,Geometry and Topology,article,4
W2466488072,W2139502098,,,A Crash Course in Riemannian Geometry,2016,Mathematics,Applied Mathematics,book-chapter,4
W2583368666,W2139502098,,,The Euler characteristic of vector fields on Banach manifolds and the problem of Plateau,1976,Mathematics,Mathematical Physics,article,4
W2584399463,W2139502098,,,On Algebraic Minimal Surfaces,2017,Engineering,Computational Mechanics,article,4
W2914801047,W2139502098,,,On the Yang–Yau inequality for the first Laplace eigenvalue,2019,Mathematics,Applied Mathematics,article,4
W2950102984,W2139502098,,,Polynomial cubic differentials and convex polygons in the projective plane,2014,Mathematics,Geometry and Topology,preprint,4
W2950738336,W2139502098,,,Properly embedded and immersed minimal surfaces in the Heisenberg group,2004,Mathematics,Applied Mathematics,preprint,4
W2963955926,W2139502098,,,Constant mean curvature surfaces,2016,Mathematics,Applied Mathematics,article,4
W2964170028,W2139502098,,,Uniform approximation by complete minimal surfaces of finite total curvature in ℝ³,2014,Mathematics,Geometry and Topology,article,4
W2992117560,W2139502098,,,Algebraic minimal surfaces in $\mathsf R^4$,2004,Mathematics,Applied Mathematics,article,4
W3204046941,W2139502098,,,Extension of Krust theorem and deformations of minimal surfaces,2022,Mathematics,Applied Mathematics,article,4
W4226308974,W2139502098,,,Branching tubular surfaces based on spherical Voronoi diagrams,2022,Computer Science,Computer Graphics and Computer-Aided Design,article,4
W4280524644,W2139502098,,,An Application of Variational Minimization: Quasi-Harmonic Coons Patches,2022,Engineering,Mechanics of Materials,article,4
W4296783391,W2139502098,,,A Computational Model for <i>q</i>‐Bernstein Quasi‐Minimal Bézier Surface,2022,Engineering,Computational Mechanics,article,4
W4385071129,W2139502098,,,Morse–Radó theory for minimal surfaces,2023,Mathematics,Applied Mathematics,article,4
W4386139171,W2139502098,,,Mathematical Physics with Differential Equations,2023,Physics and Astronomy,Nuclear and High Energy Physics,book,4
W1156928457,W2139502098,,,Optimal Choice of Small Regular Shapes for Accidentally Damaged Tessellation,2015,Mathematics,Applied Mathematics,book-chapter,3
W133510939,W2139502098,,,Boundary Value Problems for Minimal Surfaces,1997,Mathematics,Applied Mathematics,book-chapter,3
W1549084225,W2139502098,,,Genus one Scherk surfaces and their limits,2014,Mathematics,Applied Mathematics,article,3
W1559291772,W2139502098,,,Volume and energy stability for isometric minimal immersions,1989,Mathematics,Applied Mathematics,article,3
W1565311778,W2139502098,,,Discrete constant mean curvature surfaces via conserved quantities,2010,Mathematics,Applied Mathematics,preprint,3
W1580497895,W2139502098,,,A Brunn-Minkowski theory for minimal surfaces,2004,Mathematics,Applied Mathematics,article,3
W1657128704,W2139502098,,,Conformal Structures and Necksizes of Embedded Constant Mean Curvature Surfaces,2002,Mathematics,Applied Mathematics,preprint,3
W1743854371,W2139502098,,,Minimal Surfaces from Monopoles,2002,Mathematics,Applied Mathematics,preprint,3
W1839214759,W2139502098,,,Harmonically immersed surfaces of 𝑅ⁿ,1988,Mathematics,Applied Mathematics,article,3
W1965181271,W2139502098,,,A limit-method for solving period problems on minimal surfaces,2008,Mathematics,Geometry and Topology,article,3
W1982069934,W2139502098,,,A bound for minimal graphs with a normal at infinity,1993,Computer Science,Computational Theory and Mathematics,article,3
W1995218250,W2139502098,,,"On the Calabi–Yau problem for maximal surfaces in <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si1.g",2008,Mathematics,Applied Mathematics,article,3
W2007215902,W2139502098,,,The Dirichlet problem at infinity for harmonic map equations arising from constant mean curvature surfaces in the hyperb,2002,Mathematics,Applied Mathematics,article,3
W2008146195,W2139502098,,,Properly immersed minimal disks bounded by straight lines,2000,Mathematics,Applied Mathematics,article,3
W2013114109,W2139502098,,,Constrained metric variations and emergent equilibrium surfaces,2013,Physics and Astronomy,Statistical and Nonlinear Physics,article,3
W2018589367,W2139502098,,,GLIMPSES OF NONLINEAR PARTIAL DIFFERENTIAL EQUATIONS IN THE TWENTIETH CENTURY: A PRIORI ESTIMATES AND THE BERNSTEIN PROB,2001,Computer Science,Computational Theory and Mathematics,conference-paper,3
W2020355719,W2139502098,,,A new family of Enneper type minimal surfaces,1990,Mathematics,Applied Mathematics,article,3
W2024454290,W2139502098,,,Complete minimal surfaces derived from Chen–Gackstatter genus two example,1998,Mathematics,Applied Mathematics,article,3
W2028767033,W2139502098,,,On some L 1-finite type Euclidean surfaces,2013,Mathematics,Applied Mathematics,article,3
W2037184471,W2139502098,,,Handle addition for doubly-periodic Scherk surfaces,2012,Mathematics,Geometry and Topology,article,3
W2040001493,W2139502098,,,Perturbative stability of catenoidal soap films,2013,Physics and Astronomy,Statistical and Nonlinear Physics,article,3
W2066758797,W2139502098,,,JOINING STUDENTS AND FACULTY: A SEMINAR FOR BOTH*,2001,Mathematics,Modeling and Simulation,article,3
W2066834526,W2139502098,,,Thoughts on the Busemann equation,2011,Computer Science,Computational Theory and Mathematics,article,3
W2083036084,W2139502098,,,Onp-harmonic functions in the complex plane and curvature,1988,Computer Science,Computational Theory and Mathematics,article,3
W2086229017,W2139502098,,,Exemples d'applications holomorphes d'indice un,1993,Mathematics,Geometry and Topology,article,3
W2086420092,W2139502098,,,PROPERLY EMBEDDED MINIMAL ANNULI BOUNDED BY A CONVEX CURVE,2002,Mathematics,Applied Mathematics,article,3
W2094658998,W2139502098,,,Shapes of completely wetted two-dimensional powder compacts for applications to sintering,1992,Earth and Planetary Sciences,Atmospheric Science,article,3
W2105696016,W2139502098,,,Second order contact of minimal surfaces,2002,Mathematics,Geometry and Topology,article,3
W2114737850,W2139502098,,,Catenoid-like solutions for the minimal surface equation,1998,Computer Science,Computational Theory and Mathematics,article,3
W2128082157,W2139502098,,,"On embeddedness of area-minimizing disks, and an application to constructing complete minimal surfaces",2000,Mathematics,Applied Mathematics,article,3
W2128636874,W2139502098,,,PRESCRIBED HORIZONTAL AND VERTICAL TREES PROBLEM OF QUADRATIC DIFFERENTIALS,2006,Mathematics,Geometry and Topology,article,3
W2131425046,W2139502098,,,A new protein folding algorithm based on hydrophobic compactness: Rigid Unconnected Secondary Structure Iterative Assemb,2003,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,article,3
W2189224084,W2139502098,,,Notes on Minimal Surfaces,2015,Computer Science,Computational Theory and Mathematics,article,3
W2292232459,W2139502098,,,Solution surfaces and surfaces from a variotional principle,2007,Physics and Astronomy,Statistical and Nonlinear Physics,dissertation,3
W2310149409,W2139502098,,,Relatives of Flat Surfaces in H 3,2004,Mathematics,Applied Mathematics,article,3
W2406230211,W2139502098,,,Normal family theory and Gauss curvature estimate of minimal surfaces in $\mathbb{R}^m$,2016,Mathematics,Applied Mathematics,article,3
W2580088717,W2139502098,,,The uniqueness of Enneper’s surfaces and Chern–Ricci functions on minimal surfaces,2018,Mathematics,Applied Mathematics,article,3
W2758038151,W2139502098,,,Riemann’s Work on Minimal Surfaces,2017,Mathematics,Geometry and Topology,book-chapter,3
W2784166476,W2139502098,,,INTEGRABLE SYSTEM AND SPACELIKE SURFACES WITH PRESCRIBED MEAN CURVATURE IN MINKOWSKI 3-SPACE,1999,Mathematics,Applied Mathematics,article,3
W2948429284,W2139502098,,,Algebraic approximation and the Mittag-Leffler theorem for minimal surfaces,2022,Mathematics,Applied Mathematics,article,3
W2949994702,W2139502098,,,A note on the Gauss map of complete nonorientable minimal surfaces,1998,Mathematics,Applied Mathematics,preprint,3
W2951221710,W2139502098,,,Conformal Structure of Minimal Surfaces with Finite Topology,2008,Mathematics,Applied Mathematics,preprint,3
W2971802289,W2139502098,,,Duality of boundary value problems for minimal and maximal surfaces,2019,Mathematics,Applied Mathematics,preprint,3
W2985950003,W2139502098,,,Nearly Minimal: How intuition and analysis inform the minimal surface geometries in the Pure Tension Pavilion,2014,Engineering,Architecture,conference-paper,3
W3110489388,W2139502098,,,On the application of Physically-Guided Neural Networks with Internal Variables to Continuum Problems,2025,Physics and Astronomy,Statistical and Nonlinear Physics,article,3
W3132469171,W2139502098,,,Hyperbolicity theory for minimal surfaces in Euclidean spaces,2021,Mathematics,Geometry and Topology,preprint,3
W4255556154,W2139502098,,,Minimal Surfaces in Tori by Weyl Groups,1976,Mathematics,Geometry and Topology,article,3
W4280521945,W2139502098,,,Classification of polynomial minimal surfaces,2022,Engineering,Computational Mechanics,article,3
W4287323729,W2139502098,,,Schwarz-Pick lemma for harmonic maps which are conformal at a point,2021,Mathematics,Geometry and Topology,preprint,3
W4288050570,W2139502098,,,Minimal surfaces and conservation laws for bidimensional structures,2022,Engineering,Biomedical Engineering,article,3
W4289519985,W2139502098,,,The Calabi–Yau problem for minimal surfaces with Cantor ends,2022,Mathematics,Geometry and Topology,article,3
W4290694855,W2139502098,,,On the construction of polynomial minimal surfaces with Pythagorean normals,2022,Engineering,Computational Mechanics,article,3
W4294868476,W2139502098,,,Non-positively curved Ricci Surfaces with catenoidal ends,2022,Mathematics,Applied Mathematics,article,3
W4400966528,W2139502098,,,Bohr phenomenon for certain subclass of harmonic mappings,2024,Mathematics,Geometry and Topology,article,3
W56759467,W2139502098,,,Curvature estimates for minimal annuli and non-compact Douglas–Plateau problem,2000,Mathematics,Applied Mathematics,article,3
W1494610234,W2139502098,,,Properly immersed singly periodic minimal cylinders in R3.,1998,Mathematics,Geometry and Topology,article,2
W1509951583,W2139502098,,,Relative parabolicity of zero mean curvature surfaces in $R^3$ and $R_1^3$,2004,Mathematics,Applied Mathematics,preprint,2
W1526955875,W2139502098,,,Solutions to quasilinear equations by an iterative method,2000,Computer Science,Computational Theory and Mathematics,article,2
W1542130001,W2139502098,,,Explicit minimal Scherk saddle towers of arbitrary even genera in $\mathbb{R}^3$,2014,Mathematics,Applied Mathematics,article,2
W1965327194,W2139502098,,,Local Uniformization and Free Boundary Regularity of Minimal Singular Surfaces,2010,Mathematics,Applied Mathematics,article,2
W1978938322,W2139502098,,,A characterization of harmonic immersions of surfaces,1977,Mathematics,Applied Mathematics,article,2
W2004666194,W2139502098,,,Analysis of a one-dimensional prescribed mean curvature equation with singular nonlinearity,2012,Computer Science,Computational Theory and Mathematics,article,2
W2020129915,W2139502098,,,Jacobian elliptic functions and minimal surfaces,1995,Mathematics,Geometry and Topology,article,2
W2030150626,W2139502098,,,"Embedded, simply connected, minimal surfaces with bounded curvature",2001,Mathematics,Applied Mathematics,article,2
W2039209609,W2139502098,,,Conformal immersions of prescribed mean curvature in R^3,2012,Mathematics,Applied Mathematics,preprint,2
W2054859490,W2139502098,,,Methoden der Wertverteilungslehre bei Minimalflächen imR 3,1971,Mathematics,Applied Mathematics,article,2
W2067400877,W2139502098,,,The Gauss map of pseudo-algebraic minimal surfaces,2005,Mathematics,Applied Mathematics,preprint,2
W2083866370,W2139502098,,,The number of constant mean curvature isometric immersions of a surface,2008,Mathematics,Applied Mathematics,preprint,2
W2086205588,W2139502098,,,Control mesh representation of a class of minimal surfaces,2006,Computer Science,Computer Graphics and Computer-Aided Design,article,2
W2086795216,W2139502098,,,Bloch Constants and Bloch Minimal Surfaces,1988,Mathematics,Applied Mathematics,article,2
W2090987187,W2139502098,,,"Soap films and Kelvin's curved, truncated octahedron",2005,Mathematics,Geometry and Topology,article,2
W2091505270,W2139502098,,,Spinor representation of surfaces and complex stresses on membranes and interfaces,2010,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",article,2
W2097063601,W2139502098,,,"Falaco Solitons, Cosmological strings in swimming pool.",2005,Arts and Humanities,Philosophy,article,2
W2105495810,W2139502098,,,Singly-periodic improper affine spheres,2002,Mathematics,Applied Mathematics,article,2
W2109988249,W2139502098,,,The Gauss Map of Complete Minimal Surfaces with Finite Total Curvature,2013,Mathematics,Applied Mathematics,article,2
W2113153865,W2139502098,,,Parametric polynomial minimal surfaces of arbitrary degree,2010,Engineering,Computational Mechanics,preprint,2
W2124473075,W2139502098,,,Minimal surfaces associated with nonpolynomial contact symmetries,2008,Mathematics,Geometry and Topology,article,2
W2156092155,W2139502098,,,Limit surfaces of Riemann examples,1997,Mathematics,Applied Mathematics,article,2
W2205668951,W2139502098,,,A characterisation of the Hoffman–Wohlgemuth surfaces in terms of their symmetries,2009,Mathematics,Applied Mathematics,article,2
W2225672991,W2139502098,,,Minimal surfaces in the soliton surface approach,2015,Physics and Astronomy,Statistical and Nonlinear Physics,preprint,2
W2259359817,W2139502098,,,Null Holomorphic Curves in $$\mathbb{C}^{3}$$ and Applications to the Conformal Calabi-Yau Problem,2015,Mathematics,Applied Mathematics,book-chapter,2
W2422134341,W2139502098,,,Approximation of minimal toric Bézier patch,2016,Engineering,Computational Mechanics,article,2
W2600750080,W2139502098,,,On the duality between rotational minimal surfaces and maximal surfaces,2017,Mathematics,Applied Mathematics,article,2
W2610165029,W2139502098,,,"The <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si6.gif"" display=""inline"" overflow=""scroll""><mml:ms",2017,Engineering,Computational Mechanics,article,2
W2737318488,W2139502098,,,Simply-connected minimal surfaces with finite total curvature in $\H^2\times\R$,2012,Mathematics,Applied Mathematics,preprint,2
W2761838960,W2139502098,,,Rigidity Theorems of Minimal Surfaces Foliated by Similar Planar Curves,2017,Mathematics,Applied Mathematics,article,2
W2790177235,W2139502098,,,Calabi–Bernstein-Type Problems in Lorentzian Geometry,2017,Mathematics,Applied Mathematics,conference-paper,2
W28451638,W2139502098,,,Optimal Map Projections by Variational Calculus: Harmonic Maps,2014,Earth and Planetary Sciences,Oceanography,book-chapter,2
